embedding0,embedding1,embedding2,embedding3,embedding4,embedding5,embedding6,embedding7,embedding8,embedding9,embedding10,embedding11,embedding12,embedding13,embedding14,embedding15,embedding16,embedding17,embedding18,embedding19,keyword
0.008975795470178127,0.20232656598091125,0.31475508213043213,-0.04709856957197189,0.17751456797122955,-0.23969925940036774,-0.03236597031354904,0.33182698488235474,-0.09840080142021179,-0.39682337641716003,0.2366461157798767,-0.1623561978340149,-0.05080369487404823,0.40920010209083557,-0.09148552268743515,-0.19395847618579865,-0.21983012557029724,0.2861505150794983,-0.2337350994348526,0.08487210422754288,Summer
-0.37846359610557556,0.15677669644355774,0.3160725235939026,0.16725851595401764,-0.01489216834306717,-0.31175869703292847,0.15434686839580536,0.10924160480499268,-0.10871024429798126,-0.2985900044441223,0.16670969128608704,-0.23658311367034912,-0.16030246019363403,0.11253765225410461,-0.07889547944068909,0.16038666665554047,0.30726853013038635,0.12461148947477341,-0.4396970868110657,-0.11319948732852936,Women's Fashion
-0.3371012508869171,0.14346063137054443,0.2050967961549759,0.22510972619056702,0.2897604703903198,-0.24126286804676056,0.039624884724617004,0.23777608573436737,-0.1138363853096962,-0.2408985197544098,-0.016764575615525246,-0.32502108812332153,-0.21890874207019806,0.27305424213409424,0.13375993072986603,0.2789684534072876,0.26461583375930786,0.29320698976516724,-0.1455088108778,-0.02227296121418476,Fashion
-0.020341552793979645,0.006879073567688465,0.19851183891296387,0.3333669602870941,-0.3458203375339508,-0.26396727561950684,0.24104471504688263,0.33796676993370056,-0.19008873403072357,-0.13690157234668732,0.27716559171676636,-0.06146708503365517,-0.16520510613918304,0.23725059628486633,-0.17290256917476654,-0.06805378943681717,0.11245271563529968,0.037561096251010895,-0.3109178841114044,-0.3508499264717102,Women
0.3111211955547333,-0.022884301841259003,0.3455967903137207,-0.30819690227508545,0.14171895384788513,0.09877261519432068,0.02876943163573742,0.08658546954393387,-0.27780014276504517,-0.3521474599838257,0.08830450475215912,0.22977738082408905,0.29726865887641907,0.21417157351970673,-0.027558641508221626,0.30825701355934143,-0.34959664940834045,0.12780539691448212,0.0079296650364995,0.14029046893119812,Casual
0.04185480996966362,-0.37639719247817993,-0.10996612906455994,-0.12929916381835938,-0.2004697024822235,-0.28727516531944275,0.1964075118303299,0.2425510436296463,-0.25432443618774414,-0.16058528423309326,0.15250146389007568,-0.33754676580429077,0.3276703357696533,0.09991481900215149,-0.17085029184818268,-0.14248846471309662,0.41021978855133057,-0.08078169077634811,-0.15567322075366974,-0.11871659010648727,Plus Size
0.2586221992969513,-0.057580336928367615,0.2895735204219818,-0.3446703553199768,-0.29461079835891724,-0.24140220880508423,-0.14660747349262238,0.1844242364168167,-0.1387232393026352,-0.30271947383880615,0.307978093624115,-0.13573890924453735,0.3149508535861969,-0.17777757346630096,0.14203141629695892,0.17943501472473145,0.08767019212245941,-0.10287784039974213,0.1017032116651535,-0.30104994773864746,sleeveless
0.29050129652023315,0.20167385041713715,0.2778536379337311,0.03386970981955528,0.24997135996818542,-0.13525888323783875,-0.035263095051050186,0.23716244101524353,-0.3095359802246094,-0.1568230837583542,-0.2930164635181427,-0.03473774716258049,0.37969478964805603,-0.29692500829696655,-0.09076102077960968,-0.07961218059062958,0.3280201554298401,-0.2399120032787323,-0.004199006129056215,-0.19688671827316284,Dress
0.14460140466690063,0.21661269664764404,0.2680080235004425,-0.11522750556468964,0.3063492476940155,0.11927320808172226,0.12169913202524185,-0.10017044097185135,-0.13663378357887268,-0.09915383905172348,0.18326129019260406,0.0029215209651738405,-0.4041125774383545,-0.41046983003616333,-0.25487035512924194,-0.0067451754584908485,0.08691509068012238,0.3988186717033386,0.2350357472896576,-0.18275727331638336,Shorts
-0.3307704031467438,0.12711620330810547,-0.17988501489162445,-0.19519928097724915,0.1369461864233017,0.2079365998506546,0.29731348156929016,-0.22018833458423615,0.28665414452552795,0.25998562574386597,-0.14069058001041412,-0.33854904770851135,0.21311457455158234,0.25051403045654297,-0.028921013697981834,-0.26068541407585144,-0.2735135853290558,-0.10153033584356308,0.1962292194366455,-0.14260439574718475,Tops
